Calibre:; 0,122
Masa; 2,232
Delta X; 100


;V1;V2;Temperatura (C);presion (atm);Vsonido
0;320,8053381367637;298,45079222918105;32,613806028835086;0,9976876770235047;336,161911137985
1;218,28928582262915;203,40548820040232;28,846690862493688;0,9997148202730262;336,7035325172109
2;484,3112888647805;452,25935430666516;34,56943549581649;0,9998942338470307;336,24579484555727
3;983,2878343729843;918,8370849003885;29,552359020195865;0,9994449073591712;336,9884048523026
4;256,3616601964811;239,20842210294416;34,423566238521175;1,0017049163862293;336,7928728122622
5;1024,849371390181;955,3635218118487;30,398904646415247;1,0052315575700823;336,03185555724207
6;457,21137406969905;427,05667742614304;34,6000813271005;1,0034830186376895;336,5988481993699
7;497,33169873352256;463,3796589675886;30,163395387984735;1,0022545132222205;336,326461942404
8;625,8663226570823;583,7692634414188;28,200376015665938;0,997452657833225;336,3189610366173
9;362,6555969978186;339,0583068603873;35,08470906295224;0,9954594648529886;336,6013140478433
10;595,595281450898;555,2784218811032;30,47611012738031;0,9995560426262059;336,1147451183637
11;979,7868854300988;911,4767381415564;33,16223237302904;1,0047199617263232;336,68773089929374
12;553,584449246715;516,0667991230617;37,058765756538094;1,005553237228912;336,9335854362471
13;831,0788541523166;776,4871492071227;32,83257917677213;1,0013502736714277;336,9242833982856
14;976,1450843140104;910,1152007975833;35,415368254067744;0,9967263622419168;336,50815631753
15;1087,9947878824335;1014,1720056906132;27,67887385690642;0,9952938526824646;336,4789234519959
16;619,6850209596854;577,9182565175394;31,4720674034686;1,0016664974555198;336,127202982531
17;392,57352895625513;366,1889827870781;34,774357755427786;0,9993080318110387;336,82712566895975
18;363,4675234997425;339,90225018353493;35,95920759667683;1,0009458410526566;336,1913157383891
19;863,1741283408562;805,2801454494811;30,440398974749826;0,9996905122361478;336,4221722881893
20;316,9060464582522;296,1133714099115;32,4978300079091;1,0004895226281136;336,2323107988744
21;427,1993226723005;398,3149977259009;36,4639694087831;1,00051590151598;336,35079714336354
22;384,3216560498037;358,46480450742644;29,92396538260118;1,0011594810502167;336,52792567146076
23;1036,2581520039362;967,3363615284181;35,24442938619802;1,0070203017413326;336,2547344367152
24;968,3508157730944;902,9301232125051;29,828070551506414;0,9985621158583063;336,7772896168354
25;241,47262697754562;225,81445233958257;36,377713663404165;1,0008552203708398;336,61894634192083
26;196,85025296814823;184,138577645919;34,20162114742129;0,9967386947100689;336,6205623296666
27;797,4492113328256;744,6282017620731;28,57957728855189;0,9993431795803147;336,5410547186086
28;923,7082673254868;863,3063874158636;29,704977850240823;1,0028971264606337;336,07143579403396
29;582,9936871566136;545,056535321757;33,930269097361474;0,9958689615838421;336,15940141622343
30;1049,5949503417228;979,5556555373489;36,03711989143983;0,9985292006664378;336,88077389127756
31;595,3577457384731;555,5473507149543;33,36228834225858;1,0026866554869078;336,46050058027475
32;1103,5841111049822;1029,7476602776128;31,450449161648578;1,0027584110622567;336,52046425780816
33;975,5755739919806;910,0881333551675;34,53886149379002;1,0073428402737297;336,43474086437294
34;320,7195906905464;299,0664856097968;33,89261563990135;1,0007341234260485;336,14110237190664
35;420,96792110068634;392,8394910566943;32,076060402714745;0,9940527840291989;336,3714720549036
36;908,9500247998337;849,0875378665405;31,071542068391068;0,9984727513635623;336,8751128012678
37;199,95060881360996;186,31089728801737;31,794605630848196;1,003220836764945;336,53898001790975
38;1069,6574015251729;997,8964758951034;34,29245574206357;1,0003359722110687;336,6157528364948
39;333,1955187671549;311,54445741671464;34,647244316984995;1,0078452225629115;336,952405612627
40;576,9806122012434;537,8131557501446;37,06327333522347;1,0030850138224183;336,6611930951884
41;618,93204476082;577,2855997657869;31,773454416410914;0,9982398766682753;336,42890742152804
42;194,72263323702236;181,90478083291492;34,36938356359809;1,0017790056273261;336,8241652593329
43;410,67609395254027;382,55099187182765;31,46193410470744;1,002020799302039;336,8330634483619
44;649,4476447298407;605,7420248296664;30,110572101375055;1,0030707793468927;336,04045404821585
45;296,00049723151;276,844176864262;29,22798031205747;0,9963047367603259;336,16649391806163
46;893,0469395160263;834,3161233206985;34,218938024894726;1,0010421398338487;336,1224213592339
