Calibre:;0,122
Masa;2,232
Delta X;100


;V1;V2;temp (ºC);presion (atm);Vsonido
0;333,43349257451916;308,8550458673021;24,89322012834799;0,9985518207324747;346,07270657454217
1;501,10472669939895;434,84938704317995;10,931470262281607;1,002205843216093;337,8696481286626
2;498,9936948250999;435,19999188645016;16,272601223891286;1,0002853956434448;341,0310696901862
3;712,6433034759395;635,4140528084627;28,852859934585013;0,9994521531187116;348,363988199362
4;1020,071794244708;942,9898129735112;21,270082669739224;0,9979349965213619;343,9627727137094
5;866,2685302413809;788,146710192693;11,240723823768178;0,9947810991559424;338,05350202610623
6;870,7171514391839;792,4138344454475;33,739257357027725;1,0042552037789423;351,17093922193584
7;1070,1350820190953;989,2385190332906;10,949363798354852;0,9997623524520161;337,88028871626216
8;403,30755542011417;353,52168868257075;29,326777815942933;0,9995804339188252;348,6372160834531
9;979,9354827851007;901,2956756741889;19,623283900171202;1,0040237200590496;342,9994692571893
10;918,5540423175187;842,1619859358993;35,819892315479365;0,9982140284201804;352,3593553580554
11;217,96566259699142;203,6800613063263;31,043235669542923;0,9973964453331392;349,62501840448397
12;600,6898783949064;525,8893032650501;29,393903186858438;0,9957484727841814;348,6758985641341
13;494,6485362648346;430,22140644555367;14,23908224101558;1,0048876521421781;339,83089459763323
14;556,844306398178;482,7740211892366;11,258746975585609;1,00004817511784;338,06421386118035
15;224,8271116983767;209,7051472257515;34,811812877056525;1,0044373812119483;351,7840623645597
16;1088,0208105790348;1008,8118825859207;22,993480352955658;0,9989282293973958;344,9680025518832
17;408,9692045928256;356,28060940237094;31,1168434580282;0,9999796128235594;349,6673164649719
18;576,1573113298916;504,48673133154665;12,871618499882459;1,0043827826981542;339,0214335403257
19;321,9996324934332;298,75729737494976;15,837307863226329;1,000631569425491;340,7745167833157
20;774,218037214714;694,8784106527265;16,641245552112764;1,0004713673172885;341,24819019437535
21;485,2364717571848;421,35804625305553;12,66867539764445;0,9974715367472164;338,9011379651986
22;295,36263587100075;276,20120162182104;11,751608396613221;1,0047613792978205;338,35700845393825
23;934,1071817080091;854,5491461541486;13,436961285464179;0,9953876963806473;339,3563185516972
24;1093,0322224234108;1013,5961797281509;26,254704556950458;1,0024526415198125;346,86224934333774
25;780,112138386299;706,156416655527;21,460144414935257;1,000394686700901;344,0737767205795
26;831,8513382493107;757,0143020887934;14,56758634439916;0,9992095317994316;340,02506335128595
27;934,8396591708887;858,4949283992231;18,599388805947058;1,007630937292938;342,3991701793222
28;1133,5102328184748;1053,1124439427708;25,195387250797637;1,002822269548652;346,24809271922345
29;498,4098793846275;436,39843845356165;19,560646805969498;1,0007972174779909;342,96277595132597
30;922,3947642318533;846,9614990429882;32,30633023467317;0,9994712008120838;350,3501364165509
31;575,9463840492928;503,3602808815914;12,779029015766469;0,9993323289506986;338,96655593955137
32;772,5113801236683;694,7793692899305;24,283845976435828;1,0015385832759411;345,7187383368004
33;567,9630730432668;496,73370491295645;11,727584742662089;1,0019285505551234;338,34274257616437
34;1016,5473749500852;936,9761118974568;18,762739962542696;0,9966864581810448;342,49501180879395
35;186,563715967122;175,05192591674353;26,567433672521076;0,9987550034359314;347,0433513972793
36;728,5411962675935;654,7063206935159;17,70657869091093;0,998181338028716;341,87486458304613
37;862,2992800500298;781,8697559328942;18,251526557569093;0,994004953576506;342,1949824844364
38;973,1191885101823;900,1578880743564;17,744764206477612;1,0048842555300397;341,8973056080612
39;291,8323352611229;271,3652950607086;12,601041694381138;1,003037092292169;338,8610382497143
40;216,64111818785886;203,23058770529173;30,56831157617364;0,9997282996626308;349,3519843821084
41;323,9230428048792;299,1121810785726;10,724240588945918;1,0005081226160353;337,7463923066464
42;218,39624609502758;205,01611857456922;35,37703036260706;0,9969018427502566;352,1067376863247
43;752,3421796839223;673,8189102862852;29,760864683334432;0,9970001976847924;348,8872924365988
44;1096,9355627801235;1020,439219570443;25,435310765665633;1,0037474449645265;346,38728770639466
45;841,439574346947;766,1258557411411;35,98531092434928;0,9999124697772349;352,4536671282602
46;1136,3889003540194;1060,1023271130598;22,678298829954315;1,004928811265985;344,7843812798212
47;463,97240098072695;403,8490510393336;21,105590290448276;0,9996016717265971;343,86667335922914
48;505,9593246684769;443,3026614926618;25,64455692568066;0,9980409714140905;346,508639148143
49;808,829731339499;731,191546446669;21,46370541813957;1,000307619711063;344,0758561535898
50;774,2732159110568;696,9090552729139;17,532983379694542;0,9998517009091737;341,77282678189806
51;543,7903480402272;477,1092816081158;30,919040273470728;0,9991160019307598;349,55363902208296
52;416,199206869781;360,11477776937676;20,6445708569226;1,0028658552784762;343,59719443333313
53;855,8432452512856;778,4544253108323;19,794620650836123;1,0026464260653951;343,09981963438753
54;1037,2353340370673;961,3492785894163;13,821696979669639;1,0017354432593548;339,5840307588407
55;492,22973664165045;427,66631273429164;20,848537857116014;1,004852731196876;343,7164449854117
56;938,3839476817634;855,4676682816425;10,168702639649325;0,9977233037547969;337,4157479595335
57;657,5258088075639;582,1108450781146;8,642191011792931;0,9975964972332362;336,5055279017791
58;830,7649573310201;752,8546946545729;19,111586128086458;1,0050523340993514;342,6995976000358
59;213,12429962321085;199,4280076554578;14,240417594079759;1,0014457892021609;339,8316841086608
60;506,48529676807397;442,81878661588854;19,27168170537618;1,0024822400457947;342,7934470505042
61;226,76701752542846;211,7281393192843;9,793257089797635;0,9983738875519947;337,1921071687418
62;278,2860930955086;260,1463432127506;22,11970854466921;1,00153000629397;344,4587122897215
63;559,205665191839;491,44667956369364;14,64816915873081;1,0028984003231174;340,0726764614739
64;1061,8751124185421;984,2375337585393;20,679470924809493;0,9963772559565426;343,61760190593543
65;462,4311788949521;405,6279526971786;20,304396429103406;0,9926212935313163;343,3982172501391
66;898,4949849988867;822,3666210780713;15,178775896728041;0,9926623775273572;340,38602411090704
67;792,6871034060562;716,169133946004;29,570307211404554;0,998527082647573;348,77753483560383
68;484,4317402707106;422,8503739045556;35,69574356630255;1,0054439868360219;352,28855660136963
69;823,5383880530751;743,1918285125766;19,198066929410345;1,0052510811784559;342,7502966058875
70;241,11636966095062;225,6268717515149;14,395977577428084;0,9987513123814098;339,9236444806425
71;417,9734928733268;362,2118062868187;21,450483323179526;1,0032965121192579;344,06813510293154
72;840,5088002184839;767,34692355732;29,7804391556607;1,0044038622006406;348,898565017284
73;689,3096811499331;616,1559692541937;28,44020792715537;1,0007221438281722;348,12590727828353
74;1102,5575808477283;1023,8421397854863;29,497236035849312;0,997121764307533;348,73543801884705
75;783,4739015011509;713,5064619663605;36,993626021326236;1,0044255030952527;353,02800305970396
76;591,4920442444678;521,5077526042836;31,131071970691096;0,9998823847001514;349,67549216302075
77;397,19684764640806;349,01542264689124;35,27167734944351;1,0037607504376111;352,0466154451277
78;728,7074053343935;652,2700870668112;18,74866094627481;1,0035145108720727;342,4867524039691
79;628,2959260308614;558,1024559893506;35,48263432600868;0,9997313563480648;352,1669928375139
